i_item_sk,class_key,brand_key,container_key,size_key
16334,Shoes:mens,Stridewell,Dust Bag,medium
16336,Men:accessories,Rowantree,Poly Bag,M
16337,Men:shirts,Rowantree,Poly Bag,M
16340,Sports:outdoor,Summitline,Bag,large
16342,Music:rock,Lonewave,Digipak,deluxe
16343,Music:rock,Lonewave,Jewel Case,standard
16346,Electronics:scanners,Voltaic,Case,standard
16348,Electronics:wireless,Kentaur,Blister,standard
16349,Electronics:personal,Voltaic,Blister,standard
16352,Men:pants,Rowantree,Garment,M
16354,Jewelry:custom,Auravelle,Pouch,statement
16355,Shoes:athletic,Farrow,Dust Bag,small
16358,Books:science,Bellwood,Paperback,pocket
16676,Jewelry:womens watch,Auravelle,Pouch,petite
16360,Music:classical,Lonewave,Jewel Case,standard
16361,Men:sports-apparel,Ironclad,Garment,M
16364,Books:parenting,Bellwood,Paperback,standard
16366,Children:newborn,Pippet,Gift Box,newborn
16367,Books:computers,Fernglade,Hardcover,pocket
16370,Music:pop,Lonewave,Jewel Case,single
16372,Women:swimwear,Willowmere,Poly Bag,XS
16373,Children:newborn,Bramblewick,Poly Bag,toddler
16376,Sports:camping,Summitline,Box,medium
16378,Home:mattresses,Marrowgate,Box,large
16379,Home:rugs,Marrowgate,Box,medium
16382,Children:toddlers,Bramblewick,Poly Bag,newborn
16384,Women:fragrances,Willowmere,Poly Bag,XS
16385,Sports:optics,Summitline,Bag,large
16388,Electronics:portable,Voltaic,Box,standard
16390,Sports:golf,Redridge,Bag,large
16391,Home:lighting,Thistlecroft,Set,medium
16394,Shoes:womens,Stridewell,Dust Bag,large
16396,Jewelry:semi-precious,Auravelle,Jewel Box,petite
16397,Women:swimwear,Willowmere,Poly Bag,S
16400,Shoes:athletic,Farrow,Dust Bag,medium
16402,Sports:archery,Summitline,Box,small
16403,Home:flatware,Thistlecroft,Set,small
16406,Music:pop,Cinderpath,Jewel Case,standard
16408,Electronics:musical,Voltaic,Box,compact
16409,Sports:baseball,Summitline,Box,small
16412,Women:dresses,Ashgrove,Poly Bag,M
16414,Shoes:womens,Stridewell,Dust Bag,small
16415,Shoes:womens,Stridewell,Dust Bag,medium
16418,Sports:tennis,Summitline,Bag,large
16420,Shoes:athletic,Farrow,Shoe Box,small
16421,Men:accessories,Rowantree,Poly Bag,M
16424,Men:shirts,Rowantree,Poly Bag,XL
16426,Electronics:musical,Kentaur,Box,pro
16427,Sports:fishing,Redridge,Box,large
16430,Shoes:womens,Stridewell,Shoe Box,small
16432,Electronics:cameras,Voltaic,Box,compact
16433,Men:accessories,Ironclad,Garment,L
16436,Sports:fishing,Summitline,Case,medium
16438,Jewelry:rings,Auravelle,Pouch,standard
16439,Books:home repair,Fernglade,Hardcover,large-print
16442,Jewelry:rings,Auravelle,Pouch,statement
16444,Men:accessories,Rowantree,Poly Bag,S
16445,Women:fragrances,Ashgrove,Garment,M
16448,Sports:tennis,Redridge,Box,large
16450,Jewelry:costume,Auravelle,Jewel Box,standard
16451,Sports:optics,Redridge,Case,small
16454,Home:glassware,Thistlecroft,Box,small
16456,Home:mattresses,Marrowgate,Set,large
16457,Women:fragrances,Willowmere,Garment,M
16460,Shoes:kids,Stridewell,Shoe Box,large
16462,Shoes:mens,Stridewell,Dust Bag,large
16463,Books:sports,Fernglade,Paperback,large-print
16466,Jewelry:semi-precious,Auravelle,Jewel Box,statement
16468,Men:pants,Rowantree,Poly Bag,S
16469,Shoes:kids,Stridewell,Dust Bag,large
16472,Children:toddlers,Bramblewick,Gift Box,newborn
16474,Home:rugs,Thistlecroft,Set,large
16475,Music:classical,Lonewave,Jewel Case,standard
16478,Shoes:kids,Stridewell,Shoe Box,medium
16480,Books:sports,Bellwood,Paperback,large-print
16481,Sports:baseball,Summitline,Case,large
16484,Books:arts,Bellwood,Hardcover,standard
16486,Books:romance,Fernglade,Hardcover,large-print
16487,Men:accessories,Ironclad,Garment,XL
16490,Children:school-uniforms,Bramblewick,Poly Bag,infant
16492,Home:tables,Marrowgate,Box,large
16493,Books:romance,Fernglade,Hardcover,pocket
16496,Home:mattresses,Marrowgate,Roll,large
16498,Sports:golf,Summitline,Case,large
16499,Women:fragrances,Ashgrove,Garment,M
16502,Sports:golf,Redridge,Box,small
16504,Music:pop,Cinderpath,Digipak,deluxe
16505,Books:parenting,Fernglade,Hardcover,pocket
16508,Children:newborn,Bramblewick,Poly Bag,toddler
16510,Music:pop,Lonewave,Jewel Case,deluxe
16511,Jewelry:jewelry boxes,Auravelle,Pouch,statement
16514,Electronics:disk drives,Voltaic,Blister,pro
16516,Sports:pools,Redridge,Case,medium
16517,Jewelry:pendants,Auravelle,Jewel Box,standard
16520,Children:toddlers,Bramblewick,Poly Bag,infant
16522,Sports:pools,Redridge,Bag,medium
16523,Home:accent,Marrowgate,Roll,large
16526,Music:classical,Cinderpath,Jewel Case,single
16528,Men:accessories,Ironclad,Poly Bag,M
16529,Music:country,Cinderpath,Jewel Case,deluxe
16532,Home:blinds/shades,Thistlecroft,Box,medium
16535,Shoes:kids,Farrow,Dust Bag,large
16538,Books:mystery,Bellwood,Hardcover,pocket
16540,Sports:fitness,Summitline,Case,medium
16541,Electronics:portable,Kentaur,Case,standard
16544,Jewelry:rings,Sablewynn,Jewel Box,standard
16546,Sports:basketball,Redridge,Case,small
16547,Women:maternity,Willowmere,Garment,L
16550,Women:swimwear,Willowmere,Garment,XS
16552,Jewelry:semi-precious,Auravelle,Pouch,petite
16553,Sports:optics,Summitline,Case,large
16556,Home:accent,Thistlecroft,Roll,large
16558,Jewelry:pendants,Auravelle,Jewel Box,statement
16559,Jewelry:mens watch,Auravelle,Pouch,standard
16562,Books:entertainments,Bellwood,Hardcover,large-print
16564,Music:classical,Lonewave,Digipak,deluxe
16565,Electronics:televisions,Kentaur,Case,compact
16568,Books:romance,Bellwood,Hardcover,standard
16570,Music:country,Lonewave,Digipak,single
16571,Jewelry:earings,Sablewynn,Pouch,petite
16574,Men:sports-apparel,Ironclad,Poly Bag,L
16576,Electronics:stereo,Kentaur,Blister,standard
16577,Home:tables,Thistlecroft,Roll,large
16580,Jewelry:birdal,Auravelle,Jewel Box,statement
16582,Women:fragrances,Ashgrove,Poly Bag,L
16583,Home:tables,Marrowgate,Roll,medium
16586,Sports:outdoor,Redridge,Case,medium
16588,Children:newborn,Bramblewick,Poly Bag,toddler
16589,Shoes:athletic,Farrow,Dust Bag,medium
16592,Children:toddlers,Pippet,Poly Bag,infant
16594,Children:school-uniforms,Pippet,Gift Box,toddler
16595,Jewelry:custom,Auravelle,Pouch,standard
16598,Shoes:athletic,Farrow,Dust Bag,medium
16600,Shoes:womens,Stridewell,Shoe Box,medium
16601,Music:classical,Lonewave,Jewel Case,single
16604,Electronics:disk drives,Voltaic,Blister,compact
16606,Jewelry:loose stones,Auravelle,Pouch,petite
16607,Children:school-uniforms,Pippet,Poly Bag,newborn
16610,Sports:pools,Summitline,Box,medium
16612,Home:decor,Marrowgate,Roll,large
16613,Men:pants,Ironclad,Garment,XL
16616,Electronics:televisions,Voltaic,Case,pro
16618,Sports:sailing,Summitline,Case,small
16619,Music:pop,Lonewave,Digipak,single
16622,Shoes:mens,Stridewell,Dust Bag,small
16624,Music:country,Cinderpath,Digipak,deluxe
16625,Children:school-uniforms,Bramblewick,Poly Bag,toddler
16628,Shoes:mens,Stridewell,Dust Bag,large
16630,Music:classical,Lonewave,Jewel Case,deluxe
16631,Shoes:kids,Stridewell,Dust Bag,large
16634,Sports:archery,Summitline,Case,large
16636,Electronics:cameras,Voltaic,Case,standard
16637,Electronics:disk drives,Voltaic,Blister,compact
16640,Shoes:mens,Stridewell,Shoe Box,small
16642,Electronics:musical,Voltaic,Box,compact
16643,Men:accessories,Ironclad,Poly Bag,L
16646,Men:pants,Ironclad,Garment,M
16648,Music:classical,Lonewave,Jewel Case,single
16649,Women:maternity,Willowmere,Garment,M
16652,Electronics:memory,Voltaic,Case,compact
16654,Electronics:disk drives,Kentaur,Case,standard
16655,Electronics:scanners,Voltaic,Box,standard
16658,Children:toddlers,Bramblewick,Gift Box,toddler
16660,Sports:fishing,Redridge,Box,medium
16661,Home:glassware,Thistlecroft,Box,large
16664,Music:rock,Lonewave,Digipak,deluxe
16666,Jewelry:loose stones,Auravelle,Jewel Box,petite
16667,Electronics:camcorders,Kentaur,Blister,pro
16670,Jewelry:womens watch,Auravelle,Pouch,standard
16672,Books:cooking,Bellwood,Paperback,standard
16673,Men:accessories,Rowantree,Garment,S
16678,Shoes:kids,Farrow,Shoe Box,small
16679,Women:dresses,Willowmere,Poly Bag,XS
16682,Sports:camping,Summitline,Case,small
16684,Men:sports-apparel,Rowantree,Garment,S
16685,Women:maternity,Willowmere,Garment,M
16688,Jewelry:jewelry boxes,Auravelle,Pouch,statement
16690,Men:shirts,Ironclad,Poly Bag,M
16691,Jewelry:pendants,Sablewynn,Jewel Box,petite
16694,Children:newborn,Pippet,Gift Box,newborn
16696,Jewelry:costume,Auravelle,Jewel Box,standard
16697,Shoes:mens,Stridewell,Shoe Box,large
16700,Home:kids,Marrowgate,Box,small
16703,Books:home repair,Bellwood,Paperback,pocket
16706,Sports:outdoor,Summitline,Box,medium
16708,Music:pop,Lonewave,Jewel Case,single
16709,Music:country,Lonewave,Digipak,deluxe
16712,Sports:fishing,Summitline,Box,small
16714,Jewelry:rings,Sablewynn,Jewel Box,petite
16715,Sports:optics,Redridge,Box,large
16718,Children:infants,Bramblewick,Gift Box,toddler
16720,Music:pop,Cinderpath,Jewel Case,single
16721,Books:reference,Bellwood,Paperback,pocket
16724,Men:sports-apparel,Ironclad,Garment,XL
16726,Books:sports,Fernglade,Hardcover,large-print
16727,Sports:football,Summitline,Box,small
16730,Books:fiction,Bellwood,Hardcover,standard
16732,Books:parenting,Bellwood,Hardcover,standard
16733,Books:mystery,Bellwood,Paperback,standard
16736,Men:accessories,Rowantree,Poly Bag,L
16738,Sports:tennis,Redridge,Box,small
16739,Women:fragrances,Willowmere,Poly Bag,L
16742,Sports:baseball,Summitline,Bag,small
16744,Music:rock,Lonewave,Digipak,deluxe
16745,Electronics:personal,Voltaic,Blister,pro
16748,Music:rock,Lonewave,Digipak,standard
16750,Shoes:womens,Farrow,Shoe Box,large
16751,Electronics:wireless,Voltaic,Case,compact
16754,Electronics:dvd/vcr players,Voltaic,Blister,compact
16756,Men:shirts,Ironclad,Garment,L
16907,Electronics:cameras,Kentaur,Box,pro
16757,Electronics:karoke,Voltaic,Case,standard
16760,Children:newborn,Bramblewick,Gift Box,infant
16762,Children:school-uniforms,Pippet,Poly Bag,toddler
16763,Women:maternity,Willowmere,Garment,S
16766,Home:decor,Marrowgate,Roll,large
16768,Music:rock,Lonewave,Jewel Case,deluxe
16769,Men:shirts,Ironclad,Garment,XL
16772,Electronics:scanners,Kentaur,Box,pro
16774,Sports:archery,Redridge,Box,small
16775,Sports:baseball,Summitline,Bag,large
16778,Home:curtains/drapes,Marrowgate,Roll,large
16780,Shoes:mens,Stridewell,Shoe Box,small
16781,Books:cooking,Fernglade,Paperback,pocket
16784,Sports:football,Summitline,Case,large
16786,Home:mattresses,Marrowgate,Roll,large
16787,Home:mattresses,Thistlecroft,Set,medium
16790,Home:furniture,Thistlecroft,Box,small
16792,Men:sports-apparel,Ironclad,Poly Bag,S
16793,Home:flatware,Marrowgate,Roll,large
16796,Women:dresses,Ashgrove,Garment,M
16798,Jewelry:semi-precious,Auravelle,Pouch,statement
16799,Children:school-uniforms,Bramblewick,Poly Bag,toddler
16802,Music:pop,Cinderpath,Digipak,deluxe
16804,Women:fragrances,Willowmere,Garment,S
16805,Children:newborn,Bramblewick,Poly Bag,infant
16808,Home:mattresses,Thistlecroft,Set,large
16810,Jewelry:gold,Sablewynn,Pouch,statement
16811,Shoes:athletic,Farrow,Dust Bag,large
16814,Jewelry:diamonds,Auravelle,Pouch,statement
16816,Men:sports-apparel,Ironclad,Poly Bag,M
16817,Children:infants,Bramblewick,Poly Bag,infant
16820,Shoes:athletic,Stridewell,Dust Bag,large
16822,Shoes:mens,Farrow,Shoe Box,small
16823,Children:newborn,Pippet,Gift Box,newborn
16826,Children:school-uniforms,Pippet,Gift Box,newborn
16828,Home:glassware,Marrowgate,Set,small
16829,Women:maternity,Willowmere,Poly Bag,M
16832,Sports:archery,Redridge,Bag,medium
16834,Home:mattresses,Thistlecroft,Set,small
16835,Sports:pools,Redridge,Box,small
16838,Men:pants,Rowantree,Poly Bag,XL
16840,Children:toddlers,Bramblewick,Gift Box,infant
16841,Home:mattresses,Marrowgate,Set,medium
16844,Home:accent,Marrowgate,Roll,large
16846,Home:mattresses,Thistlecroft,Roll,large
16847,Men:sports-apparel,Ironclad,Poly Bag,L
16850,Electronics:disk drives,Voltaic,Box,standard
16852,Women:dresses,Willowmere,Garment,XS
16853,Sports:football,Redridge,Bag,large
16856,Women:fragrances,Willowmere,Garment,M
16858,Books:history,Bellwood,Hardcover,standard
16859,Music:country,Cinderpath,Digipak,single
16862,Shoes:mens,Stridewell,Shoe Box,large
16864,Home:paint,Marrowgate,Box,medium
16865,Electronics:musical,Kentaur,Box,pro
16868,Sports:fitness,Summitline,Case,small
16870,Books:mystery,Bellwood,Hardcover,large-print
16871,Children:school-uniforms,Bramblewick,Poly Bag,toddler
16874,Jewelry:semi-precious,Auravelle,Pouch,standard
16876,Music:country,Lonewave,Jewel Case,standard
16877,Children:newborn,Bramblewick,Gift Box,newborn
16880,Sports:baseball,Redridge,Case,medium
16888,Children:toddlers,Bramblewick,Gift Box,infant
16889,Sports:sailing,Redridge,Box,medium
16892,Music:classical,Lonewave,Jewel Case,single
16894,Electronics:camcorders,Voltaic,Blister,compact
16895,Shoes:mens,Stridewell,Shoe Box,medium
16898,Sports:pools,Summitline,Case,medium
16900,Men:sports-apparel,Ironclad,Garment,M
16901,Electronics:personal,Kentaur,Blister,compact
16904,Men:sports-apparel,Ironclad,Poly Bag,L
16910,Home:glassware,Marrowgate,Box,large
16912,Sports:hockey,Summitline,Case,medium
16913,Music:classical,Lonewave,Jewel Case,single
16916,Women:maternity,Willowmere,Garment,L
16918,Sports:camping,Summitline,Case,small
16919,Jewelry:consignment,Auravelle,Jewel Box,statement
16922,Jewelry:rings,Sablewynn,Pouch,petite
16924,Women:swimwear,Willowmere,Poly Bag,L
16925,Electronics:audio,Voltaic,Blister,compact
16928,Shoes:womens,Stridewell,Dust Bag,small
16930,Jewelry:diamonds,Auravelle,Jewel Box,standard
16931,Shoes:athletic,Stridewell,Shoe Box,medium
16934,Sports:golf,Redridge,Case,small
16936,Books:sports,Bellwood,Paperback,standard
17026,Jewelry:womens watch,Sablewynn,Pouch,petite
16937,Home:bathroom,Marrowgate,Roll,large
16970,Electronics:disk drives,Kentaur,Blister,compact
16940,Children:school-uniforms,Bramblewick,Gift Box,infant
16942,Music:classical,Cinderpath,Jewel Case,deluxe
16943,Shoes:kids,Stridewell,Shoe Box,medium
16946,Home:curtains/drapes,Marrowgate,Set,medium
16948,Jewelry:gold,Auravelle,Jewel Box,standard
16949,Music:pop,Lonewave,Digipak,standard
16952,Electronics:karoke,Voltaic,Case,compact
16954,Sports:tennis,Summitline,Bag,large
16955,Men:shirts,Ironclad,Garment,S
16958,Books:travel,Bellwood,Paperback,large-print
16960,Men:sports-apparel,Ironclad,Poly Bag,S
16961,Shoes:womens,Stridewell,Dust Bag,large
16964,Children:toddlers,Pippet,Poly Bag,infant
16966,Electronics:disk drives,Voltaic,Case,pro
16967,Children:school-uniforms,Bramblewick,Gift Box,newborn
16972,Sports:athletic shoes,Redridge,Case,large
16973,Sports:camping,Summitline,Box,medium
16976,Sports:basketball,Redridge,Case,large
16978,Books:parenting,Bellwood,Paperback,standard
16979,Sports:baseball,Summitline,Bag,medium
16982,Music:classical,Lonewave,Jewel Case,deluxe
16984,Sports:pools,Summitline,Bag,medium
16985,Men:pants,Rowantree,Garment,L
16988,Women:swimwear,Ashgrove,Garment,M
16990,Music:classical,Lonewave,Jewel Case,standard
16991,Music:country,Cinderpath,Jewel Case,single
16994,Jewelry:womens watch,Auravelle,Pouch,standard
16996,Electronics:camcorders,Voltaic,Box,pro
16997,Jewelry:bracelets,Sablewynn,Jewel Box,standard
17000,Books:computers,Bellwood,Paperback,pocket
17002,Men:shirts,Ironclad,Garment,L
17003,Music:classical,Lonewave,Digipak,deluxe
17006,Electronics:stereo,Kentaur,Blister,compact
17008,Children:newborn,Pippet,Poly Bag,infant
17009,Home:rugs,Marrowgate,Box,medium
17012,Music:pop,Lonewave,Jewel Case,standard
17014,Music:country,Lonewave,Jewel Case,standard
17015,Sports:sailing,Summitline,Case,small
17018,Home:wallpaper,Marrowgate,Roll,medium
17020,Shoes:mens,Farrow,Dust Bag,medium
17021,Music:country,Cinderpath,Jewel Case,deluxe
17024,Children:infants,Bramblewick,Poly Bag,toddler
17027,Sports:pools,Redridge,Case,medium
17030,Sports:football,Summitline,Bag,large
17032,Shoes:kids,Farrow,Shoe Box,large
17033,Shoes:athletic,Farrow,Dust Bag,large
17036,Men:shirts,Ironclad,Poly Bag,S
17038,Men:shirts,Rowantree,Poly Bag,XL
17039,Children:infants,Bramblewick,Gift Box,toddler
17042,Electronics:audio,Voltaic,Box,standard
17044,Shoes:mens,Stridewell,Dust Bag,small
17045,Music:country,Lonewave,Jewel Case,standard
17048,Home:bedding,Thistlecroft,Set,small
17050,Men:accessories,Rowantree,Garment,M
17051,Home:tables,Marrowgate,Box,large
17054,Books:fiction,Bellwood,Paperback,large-print
17438,Jewelry:gold,Sablewynn,Jewel Box,petite
17056,Home:furniture,Marrowgate,Box,medium
17057,Sports:pools,Summitline,Case,small
17060,Children:newborn,Bramblewick,Gift Box,newborn
17062,Women:maternity,Willowmere,Garment,XS
17063,Sports:camping,Redridge,Case,medium
17068,Home:kids,Marrowgate,Set,medium
17069,Shoes:kids,Stridewell,Shoe Box,small
17072,Music:rock,Lonewave,Jewel Case,single
17074,Children:school-uniforms,Bramblewick,Gift Box,infant
17075,Women:swimwear,Willowmere,Poly Bag,M
17078,Electronics:audio,Voltaic,Box,standard
17080,Women:dresses,Willowmere,Garment,M
17081,Men:accessories,Ironclad,Garment,XL
17084,Sports:archery,Redridge,Box,medium
17086,Children:school-uniforms,Bramblewick,Poly Bag,newborn
17087,Music:classical,Lonewave,Jewel Case,standard
17090,Men:accessories,Rowantree,Garment,M
17092,Women:maternity,Willowmere,Garment,M
17093,Books:entertainments,Bellwood,Hardcover,standard
17096,Shoes:kids,Farrow,Shoe Box,medium
17098,Jewelry:gold,Auravelle,Jewel Box,petite
17099,Sports:guns,Summitline,Box,medium
17102,Jewelry:birdal,Auravelle,Pouch,statement
17104,Children:toddlers,Bramblewick,Gift Box,newborn
17105,Shoes:kids,Farrow,Shoe Box,medium
17108,Sports:golf,Redridge,Case,medium
17110,Men:pants,Ironclad,Garment,S
17111,Shoes:womens,Stridewell,Dust Bag,small
17114,Men:accessories,Rowantree,Poly Bag,M
17116,Music:classical,Lonewave,Jewel Case,deluxe
17117,Women:maternity,Ashgrove,Poly Bag,S
17120,Men:sports-apparel,Ironclad,Garment,M
17122,Children:school-uniforms,Bramblewick,Gift Box,newborn
17123,Electronics:scanners,Kentaur,Case,compact
17126,Women:maternity,Willowmere,Garment,M
17128,Shoes:kids,Stridewell,Shoe Box,small
17129,Electronics:cameras,Voltaic,Blister,pro
17132,Women:swimwear,Ashgrove,Poly Bag,L
17134,Shoes:womens,Stridewell,Shoe Box,medium
17135,Books:reference,Bellwood,Hardcover,pocket
17138,Jewelry:womens watch,Sablewynn,Pouch,petite
17140,Sports:golf,Summitline,Box,large
17141,Home:flatware,Thistlecroft,Roll,medium
17144,Books:mystery,Bellwood,Paperback,standard
17146,Jewelry:birdal,Auravelle,Jewel Box,standard
17147,Music:rock,Cinderpath,Jewel Case,standard
17150,Music:country,Cinderpath,Jewel Case,single
17152,Jewelry:mens watch,Auravelle,Jewel Box,statement
17153,Music:classical,Cinderpath,Jewel Case,single
17156,Books:home repair,Bellwood,Paperback,pocket
17158,Books:cooking,Fernglade,Hardcover,pocket
17159,Men:pants,Ironclad,Poly Bag,L
17162,Shoes:mens,Farrow,Dust Bag,large
17164,Women:dresses,Ashgrove,Poly Bag,L
17165,Electronics:portable,Voltaic,Box,standard
17168,Men:shirts,Ironclad,Poly Bag,L
17170,Music:pop,Cinderpath,Digipak,deluxe
17171,Jewelry:estate,Sablewynn,Pouch,statement
17174,Men:accessories,Ironclad,Poly Bag,S
17176,Music:pop,Lonewave,Jewel Case,single
17177,Books:parenting,Bellwood,Hardcover,pocket
17180,Shoes:womens,Stridewell,Shoe Box,large
17182,Jewelry:rings,Sablewynn,Jewel Box,petite
17183,Electronics:memory,Voltaic,Case,pro
17186,Home:glassware,Marrowgate,Set,small
17188,Sports:football,Summitline,Bag,small
17189,Women:swimwear,Willowmere,Garment,M
17192,Children:toddlers,Bramblewick,Poly Bag,toddler
17194,Sports:fitness,Summitline,Box,small
17195,Shoes:womens,Stridewell,Dust Bag,small
17198,Sports:sailing,Summitline,Case,small
17200,Music:classical,Cinderpath,Digipak,standard
17201,Music:country,Lonewave,Jewel Case,standard
